time_of_day,time_sec,phase_id,time_in_phase,queue_NS,queue_EW,avg_speed_NS,avg_speed_EW,ped_wait_NS,ped_wait_EW,emergency_request,v2x_msg_rate,label
08:28:48,5328,1,12,0,27,70.0,10.4,0.0,8.0,0,13,normal
08:28:49,5329,1,13,0,28,70.0,10.6,0.0,8.0,0,8,normal
08:28:50,5330,1,14,0,29,70.0,10.8,0.0,8.0,0,19,normal
08:28:51,5331,1,15,0,30,70.0,11.0,0.0,8.0,0,10,normal
08:28:52,5332,1,16,0,31,70.0,11.2,0.0,8.0,0,16,normal
08:28:53,5333,1,17,0,35,70.0,12.0,0.0,8.0,0,29,normal
08:28:54,5334,1,18,0,37,70.0,12.4,0.0,9.0,0,29,normal
08:28:55,5335,1,19,0,37,70.0,12.4,0.0,9.0,0,26,normal
08:28:56,5336,1,20,0,39,70.0,12.8,0.0,9.0,0,29,normal
08:28:57,5337,1,21,0,42,70.0,13.4,0.0,9.0,0,15,normal
08:28:58,5338,1,22,0,43,70.0,13.6,0.0,9.0,0,25,normal
08:28:59,5339,1,23,0,43,70.0,13.6,0.0,9.0,0,16,normal
08:29:00,5340,1,24,0,44,70.0,13.8,0.0,9.0,0,19,normal
08:29:01,5341,1,25,0,45,70.0,14.0,0.0,10.0,0,16,normal
08:29:02,5342,1,26,0,45,70.0,14.0,1.0,10.0,0,12,normal
08:29:03,5343,1,27,0,45,70.0,14.0,0.0,11.0,0,19,normal
08:29:04,5344,1,28,0,46,70.0,14.2,0.0,12.0,0,21,normal
08:29:05,5345,1,29,0,46,70.0,14.2,0.0,12.0,0,32,normal
08:29:06,5346,1,30,0,49,70.0,14.8,0.0,13.0,0,22,normal
08:29:07,5347,1,31,0,50,70.0,15.0,0.0,14.0,0,19,normal
08:29:08,5348,1,32,0,50,70.0,15.0,0.0,14.0,0,33,normal
08:29:09,5349,1,33,0,51,70.0,15.2,0.0,14.0,0,26,normal
08:29:10,5350,1,34,0,54,70.0,15.8,0.0,14.0,0,33,normal
08:29:11,5351,2,0,0,55,70.0,16.0,0.0,14.0,0,27,normal
08:29:12,5352,2,1,0,57,70.0,16.4,0.0,14.0,0,27,normal
08:29:13,5353,2,2,0,57,70.0,16.4,0.0,14.0,0,20,normal
08:29:14,5354,2,3,0,59,70.0,16.799999999999997,0.0,14.0,0,47,normal
08:29:15,5355,2,4,0,59,70.0,16.799999999999997,1.0,14.0,0,30,normal
08:29:16,5356,2,5,0,60,70.0,17.0,0.0,14.0,0,30,normal
08:29:17,5357,2,6,0,63,70.0,17.6,0.0,14.0,0,23,normal
08:29:18,5358,2,7,0,65,70.0,18.0,0.0,14.0,0,42,normal
08:29:19,5359,2,8,0,66,70.0,18.200000000000003,0.0,14.0,0,43,normal
08:29:20,5360,2,9,0,68,70.0,18.6,0.0,14.0,0,46,normal
08:29:21,5361,2,10,0,68,70.0,18.6,0.0,14.0,0,37,normal
08:29:22,5362,2,11,0,68,70.0,18.6,0.0,14.0,0,39,normal
08:29:23,5363,2,12,0,68,70.0,18.6,1.0,16.0,0,41,normal
08:29:24,5364,2,13,0,70,70.0,19.0,0.0,16.0,0,53,normal
08:29:25,5365,3,0,1,64,5.2,30.0,0.0,16.0,0,18,normal
08:29:26,5366,3,1,2,59,5.4,30.0,0.0,16.0,0,32,normal
08:29:27,5367,3,2,3,54,5.6,30.0,0.0,15.0,0,34,normal
08:29:28,5368,3,3,4,48,5.8,31.599984073594808,1.0,15.0,0,27,normal
08:29:29,5369,3,4,5,41,6.0,37.19998009384763,1.0,13.0,0,16,normal
08:29:30,5370,3,5,6,35,6.2,41.99997611484156,1.0,12.0,0,25,normal
08:29:31,5371,3,6,8,29,6.6,46.79997213657631,2.0,13.0,0,19,normal
08:29:32,5372,3,7,8,25,6.6,49.99996815905162,2.0,11.0,0,25,normal
08:29:33,5373,3,8,9,19,6.8,54.7999641822672,2.0,11.0,0,13,normal
08:29:34,5374,3,9,9,15,6.8,57.99996020622278,2.0,9.0,0,20,normal
08:29:35,5375,3,10,9,9,6.8,62.799956230918085,2.0,8.0,0,8,normal
08:29:36,5376,3,11,12,5,7.4,65.99995225635286,2.0,7.0,0,6,normal
08:29:37,5377,3,12,12,0,7.4,70.0,2.0,7.0,0,11,normal
08:29:38,5378,3,13,14,0,7.800000000000001,70.0,2.0,6.0,0,5,normal
08:29:39,5379,3,14,15,0,8.0,70.0,3.0,4.0,0,15,normal
08:29:40,5380,3,15,16,0,8.2,70.0,3.0,2.0,0,6,normal
08:29:41,5381,3,16,17,0,8.4,70.0,3.0,0.0,0,14,normal
08:29:42,5382,3,17,17,0,8.4,70.0,3.0,1.0,0,5,normal
08:29:43,5383,3,18,20,0,9.0,70.0,4.0,0.0,0,7,normal
08:29:44,5384,3,19,21,0,9.2,70.0,6.0,0.0,0,11,normal
08:29:45,5385,3,20,22,0,9.4,70.0,6.0,0.0,0,9,normal
08:29:46,5386,3,21,22,0,9.4,70.0,6.0,0.0,0,10,normal
08:29:47,5387,3,22,22,0,9.4,70.0,7.0,0.0,0,8,normal
08:29:48,5388,3,23,25,0,10.0,70.0,7.0,0.0,0,17,normal
08:29:49,5389,3,24,25,0,10.0,70.0,8.0,0.0,0,9,normal
08:29:50,5390,3,25,25,0,10.0,70.0,8.0,0.0,0,17,normal
08:29:51,5391,3,26,26,0,10.2,70.0,8.0,0.0,0,15,normal
08:29:52,5392,3,27,27,0,10.4,70.0,8.0,0.0,0,11,normal
08:29:53,5393,3,28,27,0,10.4,70.0,8.0,0.0,0,9,normal
08:29:54,5394,3,29,28,0,10.6,70.0,8.0,0.0,0,12,normal
08:29:55,5395,3,30,28,0,10.6,70.0,9.0,0.0,0,19,normal
08:29:56,5396,3,31,28,0,10.6,70.0,10.0,0.0,0,14,normal
08:29:57,5397,3,32,29,0,10.8,70.0,10.0,0.0,0,13,normal
08:29:58,5398,4,0,30,0,11.0,70.0,10.0,0.0,0,18,normal
08:29:59,5399,4,1,30,0,11.0,70.0,10.0,0.0,0,21,normal
08:30:00,5400,4,2,30,0,11.0,70.0,10.0,0.0,0,21,normal
08:30:01,5401,4,3,30,0,11.0,70.0,10.0,0.0,0,11,normal
08:30:02,5402,4,4,31,0,11.2,70.0,10.0,0.0,0,9,normal
08:30:03,5403,4,5,33,0,11.6,70.0,10.0,0.0,0,26,normal
08:30:04,5404,4,6,33,0,11.6,70.0,10.0,0.0,0,23,normal
08:30:05,5405,4,7,34,0,11.8,70.0,10.0,0.0,0,10,normal
08:30:06,5406,4,8,34,0,11.8,70.0,10.0,0.0,0,9,normal
08:30:07,5407,4,9,34,0,11.8,70.0,10.0,1.0,0,20,normal
08:30:08,5408,4,10,34,0,11.8,70.0,11.0,0.0,0,15,normal
08:30:09,5409,4,11,36,0,12.2,70.0,11.0,1.0,0,32,normal
08:30:10,5410,4,12,36,0,12.2,70.0,11.0,0.0,0,15,normal
08:30:11,5411,0,0,36,2,9.669582421217005,5.297268880562294,12.0,0.0,0,32,normal
08:30:12,5412,0,1,38,4,5.114231911748325,5.916224893484632,12.0,0.0,0,28,normal
08:30:13,5413,0,2,39,4,8.648671129985726,8.324473971103941,12.0,1.0,0,36,normal
08:30:14,5414,0,3,39,7,9.91770937169009,5.989556343802497,13.0,2.0,0,28,normal
08:30:15,5415,0,4,40,7,6.669571307457562,8.288491976369533,13.0,2.0,0,30,normal
08:30:16,5416,1,0,35,7,41.999996054789534,6.4,12.0,2.0,0,34,normal
08:30:17,5417,1,1,28,7,47.59999211030738,6.4,11.0,2.0,0,23,normal
08:30:18,5418,1,2,22,7,52.39998816655327,6.4,11.0,2.0,0,23,normal
08:30:19,5419,1,3,16,8,57.19998422352694,6.6,11.0,2.0,0,9,normal
08:30:20,5420,1,4,10,9,61.9999802812281,6.8,9.0,2.0,0,14,normal
08:30:21,5421,1,5,4,11,66.7999763396565,7.2,10.0,2.0,0,9,normal
08:30:22,5422,1,6,0,13,70.0,7.6,11.0,2.0,0,10,normal
08:30:23,5423,1,7,0,14,70.0,7.800000000000001,9.0,2.0,0,9,normal
08:30:24,5424,1,8,0,15,70.0,8.0,8.0,2.0,0,14,normal
08:30:25,5425,1,9,0,16,70.0,8.2,8.0,2.0,0,10,normal
08:30:26,5426,1,10,0,17,70.0,8.4,7.0,3.0,0,9,normal
08:30:27,5427,1,11,0,18,70.0,8.6,5.0,3.0,0,19,normal
08:30:28,5428,1,12,0,19,70.0,8.8,3.0,3.0,0,10,normal
08:30:29,5429,1,13,0,20,70.0,9.0,1.0,3.0,0,14,normal
08:30:30,5430,1,14,0,21,70.0,9.2,1.0,3.0,0,13,normal
08:30:31,5431,1,15,0,23,70.0,9.6,1.0,4.0,0,11,normal
08:30:32,5432,1,16,0,26,70.0,10.2,1.0,4.0,0,16,normal
08:30:33,5433,1,17,0,26,70.0,10.2,0.0,4.0,0,18,normal
08:30:34,5434,1,18,0,27,70.0,10.4,0.0,4.0,0,24,normal
08:30:35,5435,1,19,0,27,70.0,10.4,0.0,4.0,0,17,normal
08:30:36,5436,1,20,0,28,70.0,10.6,0.0,4.0,0,14,normal
08:30:37,5437,1,21,0,28,70.0,10.6,0.0,4.0,0,19,normal
08:30:38,5438,1,22,0,30,70.0,11.0,0.0,6.0,0,10,normal
08:30:39,5439,1,23,0,31,70.0,11.2,0.0,6.0,0,22,normal
08:30:40,5440,1,24,0,34,70.0,11.8,0.0,6.0,0,17,normal
08:30:41,5441,1,25,0,38,70.0,12.6,0.0,7.0,0,11,normal
08:30:42,5442,1,26,0,41,70.0,13.2,0.0,7.0,0,27,normal
08:30:43,5443,1,27,0,44,70.0,13.8,0.0,7.0,0,21,normal
08:30:44,5444,1,28,0,47,70.0,14.4,0.0,7.0,0,18,normal
08:30:45,5445,1,29,0,49,70.0,14.8,0.0,7.0,0,27,normal
08:30:46,5446,1,30,0,50,70.0,15.0,0.0,7.0,0,20,normal
08:30:47,5447,1,31,0,51,70.0,15.2,0.0,7.0,0,32,normal
08:30:48,5448,1,32,0,54,70.0,15.8,0.0,7.0,0,21,normal
08:30:49,5449,1,33,0,54,70.0,15.8,0.0,7.0,0,29,normal
08:30:50,5450,2,0,0,57,70.0,16.4,0.0,7.0,0,38,normal
08:30:51,5451,2,1,0,57,70.0,16.4,0.0,7.0,0,33,normal
08:30:52,5452,2,2,0,58,70.0,16.6,0.0,7.0,0,20,normal
08:30:53,5453,2,3,0,59,70.0,16.799999999999997,0.0,7.0,0,43,normal
08:30:54,5454,2,4,0,62,70.0,17.4,1.0,7.0,0,31,normal
08:30:55,5455,2,5,0,65,70.0,18.0,0.0,7.0,0,32,normal
08:30:56,5456,2,6,0,66,70.0,18.200000000000003,0.0,7.0,0,30,normal
08:30:57,5457,2,7,0,67,70.0,18.4,0.0,7.0,0,29,normal
08:30:58,5458,2,8,0,68,70.0,18.6,0.0,7.0,0,40,normal
08:30:59,5459,2,9,0,71,70.0,19.2,0.0,7.0,0,25,normal
08:31:00,5460,2,10,0,74,70.0,19.8,0.0,7.0,0,39,normal
08:31:01,5461,2,11,0,76,70.0,20.2,0.0,7.0,0,58,normal
08:31:02,5462,2,12,0,79,70.0,20.8,0.0,7.0,0,53,normal
08:31:03,5463,2,13,0,80,70.0,21.200000000000003,0.0,7.0,0,25,normal
08:31:04,5464,3,0,2,79,5.4,30.0,0.0,8.0,0,54,normal
08:31:05,5465,3,1,2,75,5.4,30.0,0.0,6.0,0,47,normal
08:31:06,5466,3,2,4,69,5.8,30.0,0.0,4.0,0,27,normal
08:31:07,5467,3,3,7,64,6.4,30.0,0.0,4.0,0,47,normal
08:31:08,5468,3,4,7,58,6.4,30.0,0.0,4.0,0,43,normal
08:31:09,5469,3,5,8,53,6.6,30.0,0.0,3.0,0,41,normal
08:31:10,5470,3,6,8,47,6.6,32.39997264113791,0.0,2.0,0,32,normal
08:31:11,5471,3,7,10,41,7.0,37.19996873558672,0.0,1.0,0,38,normal
08:31:12,5472,3,8,12,37,7.4,40.39996483074916,0.0,0.0,0,19,normal
08:31:13,5473,3,9,14,32,7.800000000000001,44.39996092662496,0.0,0.0,0,22,normal
08:31:14,5474,3,10,17,25,8.4,49.99995702321385,1.0,0.0,0,31,normal
08:31:15,5475,3,11,18,19,8.6,54.79995312051559,1.0,0.0,0,22,normal
08:31:16,5476,3,12,19,14,8.8,58.79994921852989,2.0,0.0,0,13,normal
08:31:17,5477,3,13,23,8,9.6,63.5999453172565,2.0,0.0,0,11,normal
08:31:18,5478,3,14,24,4,9.8,66.79994141669515,2.0,0.0,0,13,normal
08:31:19,5479,3,15,26,1,10.2,69.19993751684558,2.0,0.0,0,19,normal
08:31:20,5480,3,16,26,0,10.2,70.0,2.0,0.0,0,14,normal
08:31:21,5481,3,17,26,0,10.2,70.0,2.0,0.0,0,7,normal
08:31:22,5482,3,18,27,0,10.4,70.0,3.0,0.0,0,13,normal
08:31:23,5483,3,19,28,0,10.6,70.0,3.0,0.0,0,13,normal
08:31:24,5484,3,20,30,0,11.0,70.0,3.0,0.0,0,21,normal
08:31:25,5485,3,21,31,0,11.2,70.0,4.0,0.0,0,14,normal
08:31:26,5486,3,22,31,0,11.2,70.0,4.0,0.0,0,21,normal
08:31:27,5487,3,23,34,0,11.8,70.0,5.0,1.0,0,27,normal
08:31:28,5488,3,24,34,0,11.8,70.0,5.0,2.0,0,16,normal
08:31:29,5489,3,25,35,0,12.0,70.0,5.0,2.0,0,30,normal
08:31:30,5490,3,26,35,0,12.0,70.0,6.0,3.0,0,28,normal
08:31:31,5491,3,27,35,0,12.0,70.0,6.0,3.0,0,13,normal
08:31:32,5492,3,28,35,0,12.0,70.0,7.0,2.0,0,23,normal
08:31:33,5493,3,29,37,0,12.4,70.0,8.0,2.0,0,16,normal
08:31:34,5494,3,30,39,0,12.8,70.0,8.0,2.0,0,24,normal
08:31:35,5495,3,31,40,0,13.0,70.0,9.0,1.0,0,20,normal
08:31:36,5496,3,32,42,0,13.4,70.0,9.0,0.0,0,13,normal
08:31:37,5497,3,33,43,0,13.6,70.0,9.0,0.0,0,33,normal
08:31:38,5498,3,34,44,0,13.8,70.0,10.0,0.0,0,17,normal
08:31:39,5499,3,35,44,0,13.8,70.0,10.0,0.0,0,34,normal
08:31:40,5500,4,0,46,0,14.2,70.0,10.0,0.0,0,36,normal
08:31:41,5501,4,1,46,0,14.2,70.0,10.0,0.0,0,28,normal
08:31:42,5502,4,2,48,0,14.6,70.0,10.0,0.0,0,13,normal
08:31:43,5503,4,3,49,0,14.8,70.0,11.0,0.0,0,36,normal
08:31:44,5504,4,4,52,0,15.4,70.0,11.0,0.0,0,20,normal
08:31:45,5505,4,5,53,0,15.6,70.0,11.0,0.0,0,30,normal
08:31:46,5506,4,6,56,0,16.200000000000003,70.0,12.0,0.0,0,14,normal
08:31:47,5507,4,7,56,0,16.200000000000003,70.0,13.0,0.0,0,37,normal
08:31:48,5508,4,8,56,0,16.200000000000003,70.0,13.0,0.0,0,41,normal
08:31:49,5509,4,9,56,0,16.200000000000003,70.0,13.0,0.0,0,22,normal
08:31:50,5510,4,10,58,0,16.6,70.0,13.0,0.0,0,26,normal
08:31:51,5511,4,11,59,0,16.799999999999997,70.0,13.0,0.0,0,37,normal
08:31:52,5512,4,12,60,0,17.0,70.0,13.0,1.0,0,27,normal
08:31:53,5513,4,13,61,0,17.2,70.0,13.0,1.0,0,42,normal
08:31:54,5514,4,14,62,0,17.4,70.0,13.0,1.0,0,22,normal
08:31:55,5515,4,15,63,0,17.6,70.0,15.0,0.0,0,44,normal
08:31:56,5516,0,0,64,1,7.338039616767229,6.353145775129818,15.0,0.0,0,18,normal
08:31:57,5517,0,1,66,2,5.837969813115681,8.244636185793485,15.0,0.0,0,32,normal
08:31:58,5518,0,2,69,2,5.821715878574983,6.091352949547384,16.0,0.0,0,27,normal
08:31:59,5519,0,3,69,3,8.934526055910876,5.324419289685813,17.0,1.0,0,33,normal
08:32:00,5520,0,4,69,3,9.30514568354629,6.141081830491778,17.0,1.0,0,23,normal
08:32:01,5521,0,5,73,4,6.691591732503555,5.238618456272749,17.0,1.0,0,48,normal
08:32:02,5522,1,0,66,7,30.0,6.4,16.0,1.0,0,60,normal
08:32:03,5523,1,1,60,7,30.0,6.4,16.0,1.0,0,30,normal
08:32:04,5524,1,2,53,10,30.0,7.0,16.0,1.0,0,29,normal
08:32:05,5525,1,3,46,10,33.19998452623588,7.0,16.0,1.0,0,33,normal
08:32:06,5526,1,4,41,11,37.19998065954424,7.2,16.0,1.0,0,32,normal
08:32:07,5527,1,5,34,12,42.79997679355182,7.4,14.0,1.0,0,23,normal
08:32:08,5528,1,6,28,12,47.59997292825838,7.4,13.0,1.0,0,20,normal
08:32:09,5529,1,7,21,13,53.19996906366367,7.6,13.0,2.0,0,20,normal
08:32:10,5530,1,8,15,13,57.9999651997674,7.6,13.0,2.0,0,15,normal
08:32:11,5531,1,9,8,17,63.59996133656934,8.4,12.0,2.0,0,9,normal
08:32:12,5532,1,10,2,19,68.39995747406923,8.8,11.0,2.0,0,10,normal
08:32:13,5533,1,11,0,20,70.0,9.0,9.0,2.0,0,17,normal
08:32:14,5534,1,12,0,21,70.0,9.2,7.0,2.0,0,15,normal
08:32:15,5535,1,13,0,23,70.0,9.6,8.0,2.0,0,9,normal
08:32:16,5536,1,14,0,24,70.0,9.8,8.0,2.0,0,16,normal
08:32:17,5537,1,15,0,27,70.0,10.4,7.0,3.0,0,12,normal
08:32:18,5538,1,16,0,30,70.0,11.0,6.0,3.0,0,22,normal
08:32:19,5539,1,17,0,32,70.0,11.4,6.0,3.0,0,22,normal
08:32:20,5540,1,18,0,32,70.0,11.4,4.0,4.0,0,22,normal
08:32:21,5541,1,19,0,33,70.0,11.6,3.0,5.0,0,27,normal
08:32:22,5542,1,20,0,34,70.0,11.8,2.0,6.0,0,23,normal
08:32:23,5543,1,21,0,34,70.0,11.8,1.0,6.0,0,17,normal
08:32:24,5544,1,22,0,36,70.0,12.2,0.0,6.0,0,18,normal
08:32:25,5545,1,23,0,37,70.0,12.4,0.0,6.0,0,19,normal
08:32:26,5546,1,24,0,39,70.0,12.8,0.0,6.0,0,30,normal
08:32:27,5547,1,25,0,44,70.0,13.8,0.0,6.0,0,12,normal
08:32:28,5548,1,26,0,46,70.0,14.2,0.0,6.0,0,35,normal
08:32:29,5549,1,27,0,47,70.0,14.4,0.0,6.0,0,22,normal
08:32:30,5550,1,28,0,50,70.0,15.0,0.0,6.0,0,33,normal
08:32:31,5551,1,29,0,51,70.0,15.2,0.0,7.0,0,16,normal
08:32:32,5552,1,30,0,51,70.0,15.2,1.0,7.0,0,32,normal
08:32:33,5553,1,31,0,52,70.0,15.4,2.0,7.0,0,15,normal
08:32:34,5554,1,32,0,54,70.0,15.8,1.0,7.0,0,14,normal
08:32:35,5555,1,33,0,55,70.0,16.0,2.0,7.0,0,17,normal
08:32:36,5556,1,34,0,57,70.0,16.4,0.0,7.0,0,29,normal
08:32:37,5557,1,35,0,58,70.0,16.6,0.0,7.0,0,34,normal
08:32:38,5558,1,36,0,60,70.0,17.0,0.0,7.0,0,16,normal
08:32:39,5559,2,0,0,60,70.0,17.0,0.0,7.0,0,33,normal
08:32:40,5560,2,1,0,60,70.0,17.0,0.0,7.0,0,41,normal
08:32:41,5561,2,2,0,61,70.0,17.2,0.0,7.0,0,34,normal
08:32:42,5562,2,3,0,62,70.0,17.4,0.0,7.0,0,31,normal
08:32:43,5563,2,4,0,63,70.0,17.6,0.0,7.0,0,30,normal
08:32:44,5564,2,5,0,64,70.0,17.8,0.0,8.0,0,43,normal
08:32:45,5565,2,6,0,65,70.0,18.0,0.0,9.0,0,37,normal
08:32:46,5566,2,7,0,66,70.0,18.200000000000003,0.0,9.0,0,22,normal
08:32:47,5567,2,8,0,68,70.0,18.6,0.0,9.0,0,33,normal
08:32:48,5568,2,9,0,70,70.0,19.0,0.0,9.0,0,25,normal
08:32:49,5569,2,10,0,71,70.0,19.2,0.0,9.0,0,46,normal
08:32:50,5570,2,11,0,73,70.0,19.6,0.0,9.0,0,42,normal
08:32:51,5571,2,12,0,77,70.0,20.4,0.0,9.0,0,58,normal
08:32:52,5572,2,13,0,79,70.0,20.8,0.0,9.0,0,49,normal
08:32:53,5573,3,0,1,73,5.2,30.0,0.0,8.0,0,32,normal
08:32:54,5574,3,1,2,67,5.4,30.0,1.0,6.0,0,48,normal
08:32:55,5575,3,2,3,62,5.6,30.0,1.0,5.0,0,53,normal
08:32:56,5576,3,3,6,57,6.2,30.0,1.0,4.0,0,20,normal
08:32:57,5577,3,4,6,55,6.2,30.0,1.0,3.0,0,39,normal
08:32:58,5578,3,5,6,51,6.2,30.0,1.0,2.0,0,25,normal
08:32:59,5579,3,6,7,45,6.4,33.99997317567919,1.0,2.0,0,20,normal
08:33:00,5580,3,7,7,41,6.4,37.19996934637795,1.0,3.0,0,35,normal
08:33:01,5581,3,8,7,35,6.4,41.99996551776209,1.0,4.0,0,26,normal
08:33:02,5582,3,9,7,29,6.4,46.79996168983136,1.0,3.0,0,27,normal
08:33:03,5583,3,10,10,22,7.0,52.3999578625855,1.0,2.0,0,12,normal
08:33:04,5584,3,11,11,15,7.2,57.99995403602427,1.0,1.0,0,10,normal
08:33:05,5585,3,12,13,9,7.6,62.799950210147415,1.0,0.0,0,20,normal
08:33:06,5586,3,13,14,4,7.800000000000001,66.79994638495467,1.0,0.0,0,15,normal
08:33:07,5587,3,14,15,0,8.0,70.0,1.0,0.0,0,12,normal
08:33:08,5588,3,15,16,0,8.2,70.0,1.0,0.0,0,11,normal
08:33:09,5589,3,16,16,0,8.2,70.0,2.0,0.0,0,10,normal
08:33:10,5590,3,17,17,0,8.4,70.0,2.0,0.0,0,8,normal
08:33:11,5591,3,18,18,0,8.6,70.0,2.0,0.0,0,6,normal
08:33:12,5592,3,19,18,0,8.6,70.0,2.0,0.0,0,10,normal
08:33:13,5593,3,20,18,0,8.6,70.0,2.0,0.0,0,8,normal
08:33:14,5594,3,21,19,0,8.8,70.0,2.0,0.0,0,7,normal
08:33:15,5595,3,22,20,0,9.0,70.0,3.0,1.0,0,13,normal
08:33:16,5596,3,23,22,0,9.4,70.0,3.0,0.0,0,7,normal
08:33:17,5597,3,24,22,0,9.4,70.0,3.0,0.0,0,15,normal
08:33:18,5598,3,25,22,0,9.4,70.0,3.0,0.0,0,16,normal
08:33:19,5599,3,26,23,0,9.6,70.0,3.0,0.0,0,11,normal
08:33:20,5600,3,27,23,0,9.6,70.0,3.0,0.0,0,22,normal
08:33:21,5601,3,28,24,0,9.8,70.0,3.0,0.0,0,11,normal
08:33:22,5602,3,29,24,0,9.8,70.0,3.0,0.0,0,12,normal
08:33:23,5603,3,30,24,0,9.8,70.0,3.0,0.0,0,18,normal
08:33:24,5604,3,31,24,0,9.8,70.0,4.0,0.0,0,13,normal
08:33:25,5605,3,32,24,0,9.8,70.0,4.0,0.0,0,15,normal
08:33:26,5606,3,33,25,0,10.0,70.0,4.0,0.0,0,16,normal
08:33:27,5607,4,0,27,0,10.4,70.0,5.0,0.0,0,25,normal
08:33:28,5608,4,1,27,0,10.4,70.0,5.0,0.0,0,17,normal
08:33:29,5609,4,2,27,0,10.4,70.0,5.0,0.0,0,15,normal
08:33:30,5610,4,3,27,0,10.4,70.0,6.0,0.0,0,20,normal
08:33:31,5611,4,4,27,0,10.4,70.0,6.0,1.0,0,14,normal
08:33:32,5612,4,5,28,0,10.6,70.0,6.0,0.0,0,23,normal
08:33:33,5613,4,6,29,0,10.8,70.0,6.0,0.0,0,14,normal
08:33:34,5614,4,7,31,0,11.2,70.0,6.0,0.0,0,24,normal
08:33:35,5615,4,8,32,0,11.4,70.0,6.0,0.0,0,17,normal
08:33:36,5616,4,9,32,0,11.4,70.0,6.0,0.0,0,22,normal
08:33:37,5617,4,10,34,0,11.8,70.0,6.0,0.0,0,20,normal
08:33:38,5618,4,11,35,0,12.0,70.0,6.0,0.0,0,18,normal
08:33:39,5619,4,12,35,0,12.0,70.0,6.0,0.0,0,29,normal
08:33:40,5620,4,13,38,0,12.6,70.0,7.0,0.0,0,12,normal
08:33:41,5621,0,0,39,2,9.193617948250516,6.758756740989201,7.0,0.0,0,29,normal
08:33:42,5622,0,1,39,2,7.568162387298444,8.355419261797334,9.0,0.0,0,28,normal
08:33:43,5623,0,2,40,2,5.642028761096104,7.201182082497024,9.0,0.0,0,27,normal
08:33:44,5624,0,3,40,2,9.355389323506428,8.51338618354496,10.0,0.0,0,26,normal
08:33:45,5625,0,4,41,2,7.897479655270394,6.247091175890166,10.0,0.0,0,29,normal
08:33:46,5626,0,5,44,2,5.815803462862526,8.382114381149847,10.0,0.0,0,22,normal
08:33:47,5627,1,0,38,5,39.59999620263879,6.0,9.0,0.0,0,13,normal
08:33:48,5628,1,1,31,6,45.199992405951136,6.2,7.0,0.0,0,26,normal
08:33:49,5629,1,2,24,7,50.79998860993679,6.4,6.0,0.0,0,18,normal
08:33:50,5630,1,3,17,9,56.39998481459549,6.8,5.0,0.0,0,22,normal
08:33:51,5631,1,4,12,9,60.399981019926976,6.8,4.0,0.0,0,7,normal
08:33:52,5632,1,5,7,10,64.39997722593102,7.0,2.0,0.0,0,6,normal
08:33:53,5633,1,6,0,11,69.99997343260736,7.2,2.0,0.0,0,5,normal
08:33:54,5634,1,7,0,14,70.0,7.800000000000001,0.0,0.0,0,9,normal
08:33:55,5635,1,8,0,14,70.0,7.800000000000001,0.0,1.0,0,15,normal
08:33:56,5636,1,9,0,15,70.0,8.0,0.0,1.0,0,11,normal
08:33:57,5637,1,10,0,15,70.0,8.0,0.0,1.0,0,12,normal
08:33:58,5638,1,11,0,17,70.0,8.4,0.0,3.0,0,17,normal
08:33:59,5639,1,12,0,18,70.0,8.6,0.0,3.0,0,11,normal
08:34:00,5640,1,13,0,19,70.0,8.8,0.0,3.0,0,7,normal
08:34:01,5641,1,14,0,20,70.0,9.0,0.0,3.0,0,6,normal
08:34:02,5642,1,15,0,20,70.0,9.0,0.0,4.0,0,11,normal
08:34:03,5643,1,16,0,20,70.0,9.0,0.0,4.0,0,12,normal
08:34:04,5644,1,17,0,20,70.0,9.0,1.0,4.0,0,20,normal
08:34:05,5645,1,18,0,23,70.0,9.6,0.0,4.0,0,17,normal
08:34:06,5646,1,19,0,24,70.0,9.8,0.0,4.0,0,6,normal
08:34:07,5647,1,20,0,26,70.0,10.2,0.0,4.0,0,9,normal
08:34:08,5648,1,21,0,27,70.0,10.4,1.0,5.0,0,21,normal
08:34:09,5649,1,22,0,27,70.0,10.4,0.0,5.0,0,20,normal
08:34:10,5650,1,23,0,30,70.0,11.0,0.0,5.0,0,21,normal
08:34:11,5651,1,24,0,30,70.0,11.0,0.0,5.0,0,9,normal
08:34:12,5652,1,25,0,32,70.0,11.4,0.0,5.0,0,22,normal
08:34:13,5653,1,26,0,33,70.0,11.6,0.0,5.0,0,19,normal
08:34:14,5654,1,27,0,34,70.0,11.8,0.0,5.0,0,18,normal
08:34:15,5655,1,28,0,35,70.0,12.0,1.0,5.0,0,26,normal
08:34:16,5656,1,29,0,36,70.0,12.2,0.0,5.0,0,15,normal
08:34:17,5657,1,30,0,37,70.0,12.4,0.0,6.0,0,16,normal
08:34:18,5658,1,31,0,38,70.0,12.6,0.0,6.0,0,29,normal
08:34:19,5659,1,32,0,40,70.0,13.0,0.0,6.0,0,18,normal
08:34:20,5660,1,33,0,42,70.0,13.4,0.0,6.0,0,20,normal
08:34:21,5661,1,34,0,46,70.0,14.2,0.0,7.0,0,17,normal
08:34:22,5662,1,35,0,49,70.0,14.8,0.0,8.0,0,21,normal
08:34:23,5663,1,36,0,49,70.0,14.8,0.0,8.0,0,26,normal
08:34:24,5664,1,37,0,49,70.0,14.8,0.0,8.0,0,36,normal
